Time (hrs),Mode,Load (%),Ambient Temp (°C),Motor Temp (°C),RPM,Current (A),Noise (dB),Vibration,Health (%),RUL (hrs),Status
90,idle,25.87561772149798,30.30323281306506,34.80868171842195,1272.6034722698357,2.165783392855836,39.736838727940174,-0.037240973756130696,71.431436099806,370.71061205452565,Warning
91,active,46.41801348403142,25.087056532644116,29.78142409023732,1397.8131269352862,2.5087227562877894,44.39966134099351,0.5593539432293191,71.4463737089534,370.71061205452565,Warning
92,active,68.77131990614222,32.5360419022019,37.773871442960235,1501.0509793239846,3.219909478603313,45.231730942030396,0.4072626994304066,71.0355613586512,172.91486321283972,Warning
93,active,63.599575482290405,30.084043299055395,36.372476921558786,1464.4937729967091,3.1281871655444444,44.5050354491093,0.3984004568831971,70.67479925479506,195.90416648357035,Warning
94,active,52.254621666468196,30.230542162644674,34.906633309428756,1414.4512960147742,2.8686765813223722,44.55424254020315,0.4118039235732826,70.43236471739948,290.52116696752944,Warning
95,active,63.29174105958178,33.938902181751004,37.496187395748294,1485.4536593172531,3.1697455066021774,45.6385433172676,0.6697623779709341,70.1138840485186,220.15114542083182,Warning
96,active,66.6920600434917,35.50459530825711,40.18381144640511,1463.0296496546373,3.132376911254793,44.990840961465345,0.5060785372501303,69.78140632227365,209.88295098861553,Warning
97,active,40.768967496532674,38.87121213796543,45.79749799282082,1355.0639949965296,2.5409533692985447,44.564922758423684,0.4688324114234766,69.73234359692201,1421.2896470207795,Warning
98,idle,23.633924794321267,28.831424215691356,31.35840560705511,1268.2830266775184,2.0033116058193614,40.18125394834505,0.06475462683622582,69.86079137831209,1421.2896470207795,Warning
99,idle,28.546075627333714,32.07052165259496,36.21881851638192,1286.7122400384985,2.1273422167583678,40.92801565915169,0.12084919705755807,69.84004188223705,3365.8668928472957,Warning
100,idle,29.37827206992383,25.804425855571736,25.449942932875135,1297.1651472624608,2.2043941668737124,40.52748083302773,0.14458388752292467,69.96524754182711,3365.8668928472957,Warning
101,active,61.26185739714698,27.016466242536012,30.294209308578495,1462.4650361375382,3.1593223999277,44.8551332448539,0.5405824086673814,69.65355114338338,223.4660120911127,Warning
102,active,43.24437827011596,32.59751801555388,35.34172668445913,1372.687036732531,2.5147260689447597,44.38182495789983,0.33808269434841354,69.53721692124927,597.736552887088,Warning
103,active,67.30665104230937,29.56165011014255,35.19138962455129,1514.4939831677234,3.005056443237311,44.300399191297636,0.47906243866880865,69.3830055855821,449.92156565800093,Warning
104,stressed,81.6187352102599,34.00303820638871,43.93889923206931,1560.131514574794,3.638961990134411,49.80194023678109,0.8563736967819972,68.3883482132339,68.75568423303581,Warning
105,active,58.36627189771647,27.293306734719973,33.34142349398913,1436.0686345029778,2.8747748120800845,47.5859751756839,0.541905073475346,68.18611998423323,337.1740944436052,Warning
106,active,63.69604322139229,34.843598398725376,38.42224845340683,1494.764594743792,2.859985578792261,44.23123358996148,0.45409683268211,67.98302793555482,334.7399781426221,Warning
107,active,40.17162794625894,34.76979845839359,40.351521823364095,1354.1389137234169,2.3884673643179286,44.98800265537228,0.40219769764774316,67.86214169436855,561.3719231273276,Warning
108,active,58.27667988308064,29.12362506223361,34.8173311747698,1465.150815042759,2.869298686810898,45.69281521030092,0.47162932716352685,67.55262130869022,218.2493445808014,Warning
109,idle,25.770774426317654,38.09423095613503,41.28470594132851,1273.7609197815984,2.0692164506503556,40.646904523256566,0.031555959791381746,67.5699812205588,218.2493445808014,Warning
110,active,52.99240610806393,27.88062990338506,34.39604371873327,1432.1593379213152,2.6785394362748596,43.83224258410008,0.6274683849679487,67.54454482302002,2655.4288876807154,Warning
111,idle,20.581337910268285,38.936745290369885,39.80110938561206,1260.5461194059717,1.755833015774416,41.617044924521686,0.022957520086212116,67.4684169216124,886.2508446194695,Warning
112,stressed,86.71197798051752,37.794341705106234,46.046536559340524,1554.0052611823166,3.581068004094954,49.77943405973269,0.9246906063416612,66.86315942228099,110.47060052314963,Warning
113,stressed,89.72482689954826,27.919288814868477,34.79409098713076,1607.0669517045983,3.877970700947655,50.780201721186074,0.7825797704279853,65.8945891369433,68.03284194700403,Warning
114,active,62.204481810927724,31.721930491977393,36.790252621917205,1462.9170967734437,3.2967291129246057,43.60065783415123,0.579643036664211,65.5617366451854,196.9693430832819,Warning
115,stressed,96.36092751478228,30.353329934206016,40.017316214014116,1617.0743451157477,4.022154585886733,50.38496641604763,0.979856667311059,64.37652138585946,54.31631163985488,Warning
116,stressed,89.81597246309458,34.219642284023294,42.15219572546811,1616.9840386430617,3.8602486895479227,50.902091311588265,0.9207488797852182,63.36093767443238,62.38869032804629,Warning
117,idle,22.571771360244274,33.46127382532938,35.9069517324113,1245.9970289183098,1.8874072847890806,38.31272092035883,0.18312111031997558,63.418972900065135,62.38869032804629,Warning
118,stressed,71.57046300428807,39.22984236559847,48.101398331886614,1512.7598733146071,3.23500048885285,51.38013893886851,1.1037210639718358,62.8523435566547,110.92320630336286,Warning
119,active,68.80756975604312,28.805041886825446,33.95211871427142,1501.6958794569841,3.284400958160898,45.5303691889988,0.4880441243373604,62.514800916670524,185.20564074393846,Warning
120,stressed,91.08348631497924,25.63008651128218,33.59552227143838,1619.0031955823567,4.167067005639021,48.599928765598264,0.8896187515597034,61.098697450018676,43.14564499617869,Warning
121,stressed,94.93381650153236,25.23223688706273,32.051776401830644,1648.5494559863032,3.989240698113981,48.55679920621421,0.9638186998848574,60.028218980550115,56.07606382812263,Warning
122,active,67.72443847410096,36.62973630820564,43.374047422948756,1498.5761603989163,3.252212941951221,45.409140922776,0.6414840662825555,59.75649583898957,219.9168443872694,Warning
123,idle,20.40278162735388,30.796233427458716,31.922034157444568,1234.4959285273937,1.7792459228789361,41.10772109598245,0.15666021483927256,59.8318105685819,219.9168443872694,Warning
124,active,69.64610478180923,30.195452546627415,35.83976304673561,1500.427658083846,3.341715521727136,44.19940965765189,0.46904901140727706,59.45866729058661,159.34540643483584,Warning
125,active,65.83748155549195,37.19657570666266,42.388579943631335,1477.1123785472141,3.137382106551726,48.1577712830443,0.5906787272932399,58.97683868160509,122.40211058921761,Warning
126,stressed,78.03000279308328,38.673953298404115,46.222734471460235,1538.1880050595119,3.570182968151167,48.11956445593692,0.7430610404625316,58.28477648713031,84.21898631721118,Warning
127,stressed,73.93969749292953,37.287467501443444,44.65058511250449,1541.8703058561398,3.2699512460883087,49.24865453039663,1.0520091740991102,57.803562104960385,120.12018810474561,Warning
128,idle,29.04929516981815,33.400059838433776,37.45130678170324,1284.8394095805634,2.0615474213153413,39.727573099069126,-0.09545930044832757,57.82258561194466,120.12018810474561,Warning
129,active,61.00562682491369,37.39403724793871,42.08364044418274,1464.3143816653885,2.992617906683461,44.34390276399436,0.626925567189862,57.69693930982283,459.20125252773414,Warning
130,active,62.023736309709065,26.561139346273706,31.724474026951246,1482.0444367924022,3.157853325058508,43.70474137933288,0.381244683322496,57.58224818797853,502.0636930044973,Warning
131,active,40.911922444345784,31.50433880352511,37.083248621594244,1369.794030481646,2.4461036115392645,45.052457386889444,0.5779828640755049,57.52216667291299,957.4020663453937,Warning
132,idle,27.538034837685448,31.589549084919952,32.80150146168695,1297.5441101835584,2.169524328996548,38.6227045107279,0.06566648241475509,57.64802459478948,957.4020663453937,Warning
133,active,53.43827251531493,37.76923318324796,43.91144057613352,1406.1712961714218,2.898741757692524,46.18354910258161,0.3835336651487605,57.182476822536174,122.82837601341338,Warning
134,stressed,86.89594277344483,27.433443566447455,36.062804199876346,1579.9936775887732,3.87480766520158,49.28986339316262,0.6885306400926264,55.97961601400155,46.538731345148996,Warning
135,active,65.87213056879267,37.81401538986296,42.39011431753036,1480.3091350416598,3.1485799210741345,43.84139673634051,0.31843510241211825,55.511543983227874,118.59615685960372,Warning
136,active,64.96122217656328,29.647596572915173,35.90379401232886,1492.6218116448933,3.0672457117820433,43.84629367636963,0.5496634614979895,55.37256718160423,398.4302886143316,Warning
137,active,49.87287640944279,33.00934820402401,38.644448215621935,1386.3611132739618,2.6932174132546858,45.48721819463043,0.5767307362602487,55.01474012093942,153.74672898893525,Warning
138,active,68.30901011945484,35.402003589460406,40.48686904782151,1501.8293412105515,3.2805568687327367,45.06573766004729,0.47316312008626193,54.69365740605338,170.34133221860057,Warning
139,stressed,91.7140832989157,38.582030382061234,46.66332180710371,1614.2828127697574,4.085694685102589,50.26516392274659,0.8351001479526843,53.23458288241111,36.4851705788969,Warning
140,stressed,78.50193083711781,34.60135594879255,41.51994256805327,1547.5473631563902,3.6066975918921917,48.75494877649601,0.861718251901325,52.43953558423033,65.95775585203798,Warning
141,active,65.05736643214007,29.90637259002458,34.30028875780492,1485.8844141139093,3.149808774978832,44.45403807288507,0.3650350329779859,52.24430019455065,267.596465375805,Warning
142,active,58.19373326630637,36.33008394255958,40.62341483848644,1451.7626587959053,2.938789635931728,44.71289049513766,0.5435211528289603,51.85317553127735,132.5745482203094,Warning
143,active,59.8339176047715,25.659574624321824,29.9180763744091,1441.6778201305794,3.0619260491698976,46.86906650367826,0.4245701867392857,51.38555494596426,109.88728161220527,Warning
144,active,52.8825636055676,31.619317041999153,36.46884890050417,1404.4653491759452,2.807262958273736,45.1325976720261,0.3396783153385904,51.31724913161945,751.2866894839394,Warning
145,idle,27.02627106323652,39.14158001657915,39.326696187097745,1278.7440853406845,1.8450737733838651,40.47139126276499,0.22718995454239435,51.252537626841345,792.0158525533602,Warning
146,active,43.31759031891864,34.41599103343398,39.46054319900514,1346.096240380588,2.605323780951438,45.08184433452954,0.3231843088246768,51.30784155836405,792.0158525533602,Warning
147,active,46.928990446480945,38.11377815026504,42.81310378982136,1380.506516410802,2.485429492689701,45.56654098708166,0.4351530799980863,51.19250175513053,443.8407238434711,Warning
148,idle,24.74372639974619,30.26715535835218,33.24830507392254,1267.9146902997318,2.1161102905047375,40.42896794854852,0.13387581622803663,51.20932862172441,443.8407238434711,Warning
149,active,40.74627646043816,30.652533415242484,35.52413514932488,1349.1973414209529,2.4754750100198595,44.064168770209434,0.392410617127574,51.12970358155299,642.1309612086367,Warning
150,stressed,88.36940154540767,31.57499163421531,40.10533453588589,1596.4143907522405,3.745330579332887,50.62334230067483,0.8883428653546671,50.04688517194832,46.21909336600583,Warning
151,active,44.49682885984474,26.349509182914414,31.563678124046163,1357.8348395612704,2.5509317515371,44.57616646179352,0.42343888429698123,50.04556860355406,38012.129732048495,Warning
152,idle,22.816530096844637,34.06359265498213,36.62836891929628,1274.349942487518,1.7965315353502151,39.17967153886753,0.07769743187335978,50.07659257166685,38012.129732048495,Warning
153,active,68.41852969269303,30.134609272412796,35.41664548287502,1518.5373432515262,3.2017842138658192,43.28482002929658,0.5825923583030653,87.2889037537209,220.18296378581184,Normal
154,stressed,86.61492747603471,35.9606032654433,42.87285459008963,1581.2162519316455,3.686595475859878,50.64285549396295,0.7648709597301566,86.5678802492539,120.0624940975365,Normal
155,active,56.45450757247373,26.740801890768534,31.440673103940334,1426.7774127053021,2.911311437499238,45.022350554966366,0.40133409722758895,86.4427832737354,691.0061807285505,Normal
156,active,53.94612790463031,39.273704641598044,43.285175633732145,1453.3445378662384,2.8660268538106215,44.846739446600694,0.6415204526701823,86.39534616599016,1821.2608287584223,Normal
157,active,46.95703365306745,25.700467268276697,32.542282877663304,1382.604926930629,2.6434507582355,44.01199718199706,0.48528072492319885,86.19082142401628,421.42002279128815,Normal
158,active,65.10772989727876,25.41447749283896,30.21541493907909,1478.3110549907185,3.1865079447820635,45.55982844882806,0.5237642656299959,85.74061311981545,190.44653845738216,Normal
159,active,49.37968943065658,27.673496483673752,31.462753857044586,1392.6648382744345,2.7864681119669084,43.837061013147085,0.46425849518293,85.48466108782013,333.9870382016796,Normal
160,active,51.49197028257336,38.07425269493275,43.534668344775575,1405.3667207689482,2.770437434209673,44.77152745619046,0.5667065472728354,85.27328999193973,403.42928458010874,Normal
161,active,63.977978978799044,27.000829256398895,30.45577284899246,1477.895323614088,3.268634631639354,44.608975333134424,0.6479481761860872,84.98242571607254,292.17209800929703,Normal
162,active,62.7536724192738,30.577044869118037,36.394511995816416,1450.0664834018855,3.113314096303396,44.94876416446781,0.5625584593675,84.74327936117348,354.35739506437017,Normal
163,active,67.98887645701238,28.627794205971192,33.404522617537886,1485.335688900136,3.3765757519866564,44.901279105544326,0.5826422324191767,84.50817672279948,359.45226862304935,Normal
164,idle,27.44303717337366,32.004511137456966,33.32617650812147,1278.0030328981604,2.1757428333128,39.555053609104746,0.26010743061643926,84.47870860535598,2866.7833555139564,Normal
165,stressed,78.46979052195827,32.22153018936408,41.113370768958895,1542.059178045714,3.564256721012091,51.167217733304376,1.0588447176240112,83.63467730515056,99.08954476545662,Normal
166,active,63.63594158756632,28.808260164416023,34.57366232042938,1484.2808984739884,3.1589472388405437,43.05750230903823,0.484457756747224,83.44300751463842,435.3477263771217,Normal
